,channelGrouping,device.browser,device.deviceCategory,device.operatingSystem,trafficSource.medium,device.isMobile,weekend_prop,hour,totals.hits.log,totals.pageviews.log,bounce_prop
3285,Referral,Chrome,desktop,Macintosh,referral,0,0.0,23.0,1.0986122886681098,1.0986122886681098,0.2
3286,Referral,Chrome,desktop,Macintosh,referral,0,0.0,2.0,3.091042453358316,2.8903717578961645,0.0
3287,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.5,3.481240089335692,2.8903717578961645,0.0
3288,Organic Search,Internet Explorer,desktop,Windows,organic,0,0.0,16.0,3.2188758248682006,3.1780538303479458,0.0
3289,Referral,Chrome,desktop,Macintosh,referral,0,1.0,4.5,3.044522437723423,2.772588722239781,0.0
3290,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.5,2.5649493574615367,2.5257286443082556,0.0
3291,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,3.4657359027997265,3.044522437723423,0.0
3292,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,2.0794415416798357,2.0149030205422647,0.25
3293,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,14.0,2.70805020110221,2.3978952727983707,0.0
3294,Referral,Chrome,desktop,Windows,referral,0,0.0,16.0,4.68213122712422,4.2626798770413155,0.0
3295,Organic Search,Internet Explorer,mobile,Windows,organic,1,0.3333333333333333,21.0,2.0794415416798357,1.9459101490553132,0.0
3296,Organic Search,Safari,desktop,Macintosh,organic,0,0.0909090909090909,2.0,3.9889840465642745,3.6888794541139363,0.0
3297,Direct,Chrome,desktop,Windows,(none),0,0.0,18.0,2.1972245773362196,1.9459101490553132,0.1428571428571428
3298,Direct,Chrome,desktop,Macintosh,(none),0,0.125,19.5,1.9459101490553132,1.9459101490553132,0.0
3299,Organic Search,Chrome,desktop,Windows,organic,0,0.2727272727272727,17.0,2.302585092994046,1.9459101490553132,0.0909090909090909
3300,Referral,Chrome,desktop,Macintosh,referral,0,0.0,13.0,3.8501476017100584,3.5553480614894135,0.0
3301,Referral,Chrome,desktop,Chrome OS,referral,0,1.0,6.0,3.58351893845611,3.332204510175204,0.0
3302,Referral,Chrome,desktop,Chrome OS,referral,0,0.75,11.5,2.8903717578961645,2.70805020110221,0.0
3303,Organic Search,Chrome,desktop,Windows,organic,0,0.0,3.0,3.6888794541139363,3.5263605246161616,0.0
3304,Direct,Chrome,desktop,Macintosh,(none),0,0.0,17.0,3.2188758248682006,3.1354942159291497,0.0
3305,Organic Search,Safari,desktop,Macintosh,organic,0,1.0,5.0,3.295836866004329,3.091042453358316,0.0
3306,Organic Search,Chrome,desktop,Windows,organic,0,0.25,9.5,2.6741486494265287,2.5649493574615367,0.0
3307,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.5,2.917770732084279,2.6390573296152584,0.0
3308,Direct,Chrome,desktop,Macintosh,(none),0,0.0,16.0,4.189654742026425,3.9318256327243257,0.0
3309,Direct,Chrome,desktop,Chrome OS,(none),0,0.1,2.5,2.6390573296152584,2.3978952727983707,0.0
3310,Organic Search,Chrome,desktop,Windows,organic,0,1.0,21.0,2.4849066497880004,2.4849066497880004,0.0
3311,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,2.70805020110221,2.3978952727983707,0.0
3312,Organic Search,Chrome,desktop,Windows,organic,0,0.0,8.0,3.4657359027997265,3.4011973816621555,0.0
3313,Referral,Chrome,desktop,Macintosh,referral,0,0.2,19.0,1.0986122886681098,1.0986122886681098,0.2
3314,Referral,Chrome,desktop,Macintosh,referral,0,1.0,6.0,3.5263605246161616,3.258096538021482,0.0
3315,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.0,15.0,2.1972245773362196,2.1972245773362196,0.2857142857142857
3316,Direct,Safari,mobile,iOS,(none),1,0.5714285714285714,5.0,1.0986122886681098,1.0986122886681098,0.4285714285714285
3317,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,3.1780538303479458,2.917770732084279,0.0
3318,Organic Search,Chrome,desktop,Macintosh,organic,0,0.2,17.0,2.1972245773362196,1.9459101490553132,0.0
3319,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,18.0,2.0794415416798357,2.0794415416798357,0.0
3320,Organic Search,Chrome,desktop,Windows,organic,0,0.0,16.0,3.6635616461296463,3.332204510175204,0.0
3321,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,18.0,2.4849066497880004,2.4849066497880004,0.0
3322,Referral,Chrome,desktop,Macintosh,referral,0,0.0,23.0,3.091042453358316,2.995732273553991,0.0
3323,Organic Search,Chrome,desktop,Windows,organic,0,0.0,17.0,3.4965075614664802,3.332204510175204,0.0
3324,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,2.995732273553991,2.772588722239781,0.0
3325,Referral,Chrome,desktop,Macintosh,referral,0,0.2,16.0,1.0986122886681098,1.0986122886681098,0.0
3326,Referral,Chrome,desktop,Macintosh,referral,0,0.5,6.0,2.8622008809294686,2.6741486494265287,0.0
3327,Direct,Chrome,desktop,Macintosh,(none),0,0.3333333333333333,9.0,2.3978952727983707,2.1972245773362196,0.0
3328,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,20.0,2.8903717578961645,2.8903717578961645,0.0
3329,Organic Search,Safari,tablet,iOS,organic,1,0.0,6.0,3.7612001156935624,3.5553480614894135,0.0
3330,Referral,Chrome,desktop,Macintosh,referral,0,0.0,6.5,3.4965075614664802,3.2386784521643803,0.0
3331,Direct,Chrome,desktop,Macintosh,(none),0,0.0,16.5,2.0149030205422647,1.791759469228055,0.0
3332,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,21.0,3.1780538303479458,3.091042453358316,0.0
3333,Direct,Safari,tablet,iOS,(none),1,0.0,9.5,2.3978952727983707,2.2512917986064953,0.1666666666666666
3334,Referral,Chrome,desktop,Macintosh,referral,0,0.4,20.0,2.5649493574615367,2.1972245773362196,0.0
3335,Referral,Chrome,desktop,Linux,referral,0,0.0,19.5,2.3513752571634776,2.2512917986064953,0.0
3336,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,18.0,3.6635616461296463,3.1780538303479458,0.0
3337,Referral,Chrome,desktop,Macintosh,referral,0,0.75,5.0,2.3978952727983707,2.1972245773362196,0.0
3338,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.0,23.0,3.4339872044851463,3.1354942159291497,0.0
3339,Organic Search,Chrome,desktop,Windows,organic,0,0.0,15.0,4.804021044733257,4.465908118654584,0.0
3340,Direct,Chrome,desktop,Macintosh,(none),0,0.0,17.0,3.332204510175204,2.995732273553991,0.0
3341,Direct,Chrome,desktop,Windows,(none),0,0.0,16.5,2.740840023925201,2.5649493574615367,0.0
3342,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,23.0,3.295836866004329,3.258096538021482,0.0
3343,Organic Search,Chrome,desktop,Macintosh,cpc,0,0.0,3.0,2.302585092994046,2.302585092994046,0.5
3344,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,5.0,4.727387818712341,4.442651256490317,0.0
3345,Organic Search,Chrome,desktop,Linux,organic,0,0.0,19.5,4.219507705176107,3.979681653901961,0.0
3346,Referral,Chrome,desktop,Macintosh,referral,0,0.0833333333333333,16.0,2.4423470353692043,2.1972245773362196,0.25
3347,Direct,Chrome,desktop,Macintosh,(none),0,0.0,18.0,3.7612001156935624,3.4339872044851463,0.0
3348,Direct,Chrome,desktop,Windows,(none),0,0.0,17.0,1.791759469228055,1.6094379124341003,0.1333333333333333
3349,Referral,Chrome,desktop,Macintosh,referral,0,0.1333333333333333,17.0,0.6931471805599453,0.6931471805599453,0.3333333333333333
3350,Organic Search,Chrome,desktop,Macintosh,organic,0,0.2,5.0,1.791759469228055,1.791759469228055,0.2
3351,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,2.9444389791664403,2.4849066497880004,0.0
3352,Organic Search,Safari,desktop,Macintosh,organic,0,0.0,18.0,2.3978952727983707,2.3978952727983707,0.0
3353,Organic Search,Safari,desktop,Macintosh,organic,0,0.0,3.0,2.302585092994046,2.1972245773362196,0.0
3354,Referral,Chrome,desktop,Macintosh,referral,0,0.0,23.0,2.1972245773362196,1.791759469228055,0.0
3355,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.5,2.302585092994046,2.0794415416798357,0.0
3356,Organic Search,Chrome,desktop,Windows,organic,0,0.0,15.5,2.1972245773362196,2.0149030205422647,0.25
3357,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,17.0,2.772588722239781,2.6026896854443837,0.0
3358,Referral,Chrome,desktop,Macintosh,referral,0,0.3076923076923077,17.0,2.9444389791664403,2.4849066497880004,0.0
3359,Referral,Chrome,desktop,Macintosh,referral,0,0.0,12.0,3.979681653901961,3.6506582412937387,0.0
3360,Referral,Chrome,desktop,Macintosh,referral,0,0.0,20.0,4.290459441148391,4.007333185232471,0.0
3361,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,18.0,2.833213344056216,2.5649493574615367,0.0
3362,Referral,Chrome,desktop,Macintosh,referral,0,0.4,19.0,3.4339872044851463,3.2188758248682006,0.2
3363,Organic Search,Chrome,desktop,Windows,organic,0,0.0,14.0,4.48863636973214,4.02535169073515,0.0
3364,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,3.0,3.5263605246161616,3.1780538303479458,0.0
3365,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,3.6375861597263857,3.332204510175204,0.0
3366,Organic Search,Safari,desktop,Macintosh,organic,0,0.0,10.5,3.8501476017100584,3.417726683613366,0.0
3367,Organic Search,Chrome,desktop,Windows,organic,0,0.0,20.5,2.833213344056216,2.6026896854443837,0.0
3368,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,2.3978952727983707,2.0794415416798357,0.0
3369,Direct,Chrome,mobile,iOS,(none),1,0.5,10.5,1.9459101490553132,1.791759469228055,0.5
3370,Organic Search,Chrome,desktop,Windows,organic,0,0.0,20.0,3.5553480614894135,3.1354942159291497,0.3333333333333333
3371,Referral,Chrome,desktop,Chrome OS,referral,0,0.0,21.0,1.9459101490553132,1.9459101490553132,0.3333333333333333
3372,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,16.0,3.044522437723423,2.5649493574615367,0.0
3373,Display,Chrome,desktop,Linux,cpm,0,0.0,18.5,1.3862943611198906,1.252762968495368,0.25
3374,Referral,Chrome,desktop,Windows,referral,0,0.0,20.5,2.5649493574615367,2.3513752571634776,0.0
3375,Referral,Chrome,desktop,Windows,referral,0,0.0,19.5,2.4423470353692043,2.2512917986064953,0.0
3376,Direct,Chrome,desktop,Macintosh,(none),0,0.0,22.0,2.6390573296152584,2.5649493574615367,0.0
3377,Referral,Chrome,desktop,Macintosh,referral,0,0.5,9.5,2.0149030205422647,1.8718021769015913,0.5
3378,Organic Search,Chrome,mobile,Android,organic,1,0.2,5.0,1.791759469228055,1.791759469228055,0.0
3379,Referral,Chrome,desktop,Macintosh,referral,0,0.0,6.0,2.772588722239781,2.6390573296152584,0.0
3380,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.5,3.332204510175204,3.044522437723423,0.0
3381,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.1666666666666666,15.0,1.7047480922384253,1.7047480922384253,0.1666666666666666
3382,Organic Search,Firefox,desktop,Windows,organic,0,0.0,22.0,2.9444389791664403,2.9444389791664403,0.0
3383,Organic Search,Safari,mobile,iOS,organic,1,0.0,20.0,3.1354942159291497,2.833213344056216,0.0
3384,Display,Chrome,desktop,Macintosh,cpm,0,0.0,18.0,3.4339872044851463,3.2188758248682006,0.0
3385,Organic Search,Safari,mobile,iOS,organic,1,0.0,17.0,2.70805020110221,2.5649493574615367,0.0
3386,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.5,3.091042453358316,2.917770732084279,0.0
3387,Organic Search,Chrome,desktop,Macintosh,organic,0,1.0,14.0,3.7013019741124933,3.4011973816621555,0.0
3388,Referral,Chrome,desktop,Windows,referral,0,0.0,15.5,2.5649493574615367,2.5649493574615367,0.25
3389,Referral,Chrome,desktop,Macintosh,referral,0,1.0,20.0,3.295836866004329,3.1780538303479458,0.0
3390,Organic Search,Safari,desktop,Macintosh,organic,0,0.6666666666666666,14.0,2.0794415416798357,1.6094379124341003,0.0
3391,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,19.0,2.9444389791664403,2.5649493574615367,0.3333333333333333
3392,Direct,Chrome,desktop,Macintosh,(none),0,0.0,15.0,3.2188758248682006,2.8903717578961645,0.0
3393,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,4.59511985013459,4.189654742026425,0.0
3394,Referral,Chrome,desktop,Windows,referral,0,0.0,19.0,2.2512917986064953,2.1972245773362196,0.0
3395,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,8.0,2.5257286443082556,2.3513752571634776,0.0
3396,Organic Search,Chrome,desktop,Windows,cpc,0,0.0,22.0,2.833213344056216,2.740840023925201,0.0
3397,Organic Search,Chrome,desktop,Windows,organic,0,1.0,15.0,3.6635616461296463,3.367295829986474,0.3333333333333333
3398,Referral,Chrome,desktop,Windows,referral,0,0.0,7.5,2.740840023925201,2.3513752571634776,0.5
3399,Organic Search,Firefox,desktop,Windows,organic,0,0.5,20.0,2.803360380906535,2.6026896854443837,0.0
3400,Direct,Chrome,desktop,Macintosh,(none),0,0.0,15.0,3.2188758248682006,3.1780538303479458,0.0
3401,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,18.0,2.8903717578961645,2.70805020110221,0.1666666666666666
3402,Paid Search,Chrome,desktop,Macintosh,cpc,0,0.1666666666666666,18.5,1.252762968495368,1.0986122886681098,0.0
3403,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.0,2.995732273553991,2.772588722239781,0.0
3404,Direct,Chrome,desktop,Macintosh,(none),0,0.5,12.5,2.740840023925201,2.70805020110221,0.0
3405,Direct,Chrome,desktop,Macintosh,(none),0,0.0,19.0,1.9459101490553132,1.9459101490553132,0.1428571428571428
3406,Direct,Chrome,desktop,Macintosh,(none),0,0.0,16.0,2.9444389791664403,2.772588722239781,0.0
3407,Direct,Chrome,desktop,Windows,(none),0,0.0,6.5,4.135166556742356,3.7495040759303713,0.0
3408,Direct,Chrome,desktop,Macintosh,(none),0,0.0,12.0,4.034240638152395,3.624340932976365,0.5
3409,Referral,Chrome,desktop,Macintosh,referral,0,0.1666666666666666,18.5,2.302585092994046,2.1972245773362196,0.0
3410,Referral,Chrome,desktop,Macintosh,referral,0,1.0,21.0,3.5553480614894135,3.1354942159291497,0.0
3411,Direct,Chrome,desktop,Linux,(none),0,0.0,18.0,2.70805020110221,2.6390573296152584,0.0
3412,Organic Search,Chrome,desktop,Windows,organic,0,0.0,4.0,3.7612001156935624,3.6109179126442243,0.0
3413,Referral,Chrome,desktop,Macintosh,referral,0,0.125,11.5,3.332204510175204,3.044522437723423,0.0
3414,Organic Search,Chrome,desktop,Windows,organic,0,0.0,20.0,3.7612001156935624,3.5263605246161616,0.0
3415,Referral,Chrome,desktop,Macintosh,referral,0,0.0,2.0,4.330733340286331,4.060443010546419,0.0
3416,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,13.5,1.6094379124341003,1.3862943611198906,0.1666666666666666
3417,Direct,Chrome,desktop,Macintosh,(none),0,0.0,16.5,3.481240089335692,3.1135153092103742,0.0
3418,Organic Search,Chrome,desktop,Windows,organic,0,0.1666666666666666,6.0,2.3978952727983707,1.9459101490553132,0.0
3419,Organic Search,Chrome,desktop,Windows,organic,0,0.0,6.0,3.1780538303479458,2.8903717578961645,0.0
3420,Direct,Chrome,desktop,Linux,(none),0,0.6,16.0,1.791759469228055,1.791759469228055,0.2
3421,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,21.0,4.31748811353631,3.970291913552122,0.0
3422,Organic Search,Firefox,desktop,Windows,organic,0,0.0,16.0,2.9444389791664403,2.70805020110221,0.0
3423,Paid Search,Safari,mobile,iOS,cpc,1,1.0,9.0,2.3978952727983707,2.2512917986064953,0.5
3424,Referral,Chrome,desktop,Macintosh,referral,0,0.0,7.0,1.9459101490553132,1.8718021769015913,0.0
3425,Organic Search,Chrome,desktop,Linux,organic,0,0.0,17.0,3.044522437723423,2.833213344056216,0.0
3426,Organic Search,Firefox,desktop,Windows,organic,0,0.0,19.0,3.7612001156935624,3.4657359027997265,0.0
3427,Paid Search,Safari,desktop,Macintosh,cpc,0,0.0,2.0,1.6094379124341003,1.6094379124341003,0.0
3428,Referral,Chrome,desktop,Macintosh,referral,0,0.0,5.0,3.367295829986474,3.258096538021482,0.0
3429,Referral,Chrome,desktop,Linux,referral,0,0.0,14.0,2.8903717578961645,2.70805020110221,0.0
3430,Organic Search,Chrome,desktop,Windows,organic,0,0.0,14.5,2.1972245773362196,2.1972245773362196,0.1666666666666666
3431,Paid Search,Chrome,desktop,Windows,cpc,0,0.0,16.0,2.4849066497880004,2.302585092994046,0.0
3432,Direct,Chrome,desktop,Macintosh,(none),0,0.0,19.0,3.1780538303479458,2.8903717578961645,0.0
3433,Direct,Chrome,desktop,Linux,(none),0,0.0,20.0,2.6741486494265287,2.4423470353692043,0.0
3434,Referral,Chrome,desktop,Macintosh,referral,0,0.0,21.0,0.0,0.0,0.6666666666666666
3435,Paid Search,Chrome,desktop,Chrome OS,cpc,0,0.5,12.5,3.0204248861443626,2.970414465569701,0.5
3436,Direct,Chrome,desktop,Macintosh,(none),0,0.0,11.0,2.1400661634962708,2.0794415416798357,0.0
3437,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.5,3.6506582412937387,3.4011973816621555,0.0
3438,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,3.1354942159291497,3.091042453358316,0.0
3439,Organic Search,Chrome,desktop,Linux,organic,0,0.0,13.5,2.1972245773362196,2.0149030205422647,0.5
3440,Paid Search,Chrome,desktop,Windows,cpc,0,0.0,17.0,3.58351893845611,3.367295829986474,0.0
3441,Referral,Chrome,desktop,Macintosh,referral,0,0.0,17.0,2.6741486494265287,2.302585092994046,0.1666666666666666
3442,Referral,Chrome,desktop,Macintosh,referral,0,0.5,2.0,1.8718021769015913,1.8718021769015913,0.125
3443,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.0,3.295836866004329,2.9444389791664403,0.0
3444,Paid Search,Chrome,mobile,iOS,cpc,1,0.5,6.5,2.2512917986064953,2.1972245773362196,0.25
3445,Referral,Chrome,desktop,Macintosh,referral,0,0.0,18.0,2.772588722239781,2.70805020110221,0.1428571428571428
3446,Organic Search,Chrome,desktop,Chrome OS,organic,0,0.3333333333333333,13.0,1.3862943611198906,1.3862943611198906,0.0
3447,Referral,Chrome,desktop,Linux,referral,0,0.0,22.0,0.9162907318741551,0.9162907318741551,0.1666666666666666
3448,Referral,Chrome,desktop,Macintosh,referral,0,0.25,17.0,1.252762968495368,1.0986122886681098,0.0
3449,Organic Search,Chrome,desktop,Macintosh,organic,0,0.6666666666666666,21.5,2.3978952727983707,2.3513752571634776,0.0
3450,Organic Search,Chrome,desktop,Windows,organic,0,1.0,13.0,2.1972245773362196,2.0149030205422647,0.0
3451,Referral,Chrome,desktop,Macintosh,referral,0,0.0,4.0,4.955827057601261,4.672828834461906,0.0
3452,Referral,Chrome,desktop,Macintosh,referral,0,0.5,2.0,2.5649493574615367,2.3978952727983707,0.0
3453,Direct,Chrome,desktop,Chrome OS,(none),0,0.0,15.5,2.70805020110221,2.70805020110221,0.0
3454,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,2.833213344056216,2.4423470353692043,0.375
3455,Direct,Chrome,mobile,Android,(none),1,0.5714285714285714,13.0,0.6931471805599453,0.6931471805599453,0.2857142857142857
3456,Referral,Chrome,desktop,Macintosh,referral,0,1.0,20.0,3.784189633918261,3.4965075614664802,0.0
3457,Organic Search,Chrome,desktop,Macintosh,organic,0,0.25,21.0,1.9459101490553132,1.8718021769015913,0.0
3458,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,17.0,0.0,0.0,0.8
3459,Referral,Chrome,desktop,Macintosh,referral,0,0.0,7.5,2.5257286443082556,2.4423470353692043,0.0
3460,Referral,Chrome,desktop,Macintosh,referral,0,0.0,16.0,3.6109179126442243,3.332204510175204,0.0
3461,Organic Search,Chrome,desktop,Windows,organic,0,0.0,21.0,2.0794415416798357,2.0794415416798357,0.0
3462,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,17.0,2.3978952727983707,2.1972245773362196,0.5
3463,Referral,Chrome,desktop,Windows,referral,0,0.125,3.5,1.5040773967762742,1.3862943611198906,0.0
3464,Direct,Chrome,desktop,Macintosh,(none),0,0.75,22.0,4.0163830207523885,3.7256934272366524,0.0
3465,Referral,Chrome,desktop,Linux,referral,0,0.0,21.5,2.772588722239781,2.4849066497880004,0.0
3466,Organic Search,Chrome,desktop,Macintosh,organic,0,0.0,16.0,2.302585092994046,2.302585092994046,0.2
3467,Referral,Chrome,desktop,Windows,referral,0,0.0,12.0,3.0204248861443626,2.772588722239781,0.0
3468,Direct,Chrome,desktop,Chrome OS,(none),0,0.3333333333333333,12.0,0.6931471805599453,0.6931471805599453,0.0
3469,Organic Search,Chrome,desktop,Windows,organic,0,1.0,18.0,3.6109179126442243,3.367295829986474,0.0
3470,Organic Search,Chrome,mobile,Android,organic,1,0.0,15.0,0.6931471805599453,0.6931471805599453,0.4
3471,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.0,3.58351893845611,3.258096538021482,0.0
3472,Referral,Chrome,desktop,Macintosh,referral,0,1.0,6.0,4.477336814478207,3.6375861597263857,0.0
3473,Referral,Chrome,desktop,Macintosh,referral,0,0.125,11.0,2.1972245773362196,2.0149030205422647,0.125
3474,Referral,Chrome,desktop,Macintosh,referral,0,0.0,19.0,2.5649493574615367,2.4849066497880004,0.25
3475,Referral,Chrome,desktop,Macintosh,referral,0,0.0,15.0,0.0,0.0,0.6
3476,Organic Search,Chrome,desktop,Windows,organic,0,0.0,23.0,3.5553480614894135,3.367295829986474,0.0
3477,Organic Search,Chrome,desktop,Windows,organic,0,0.0,19.0,2.995732273553991,2.833213344056216,0.0
3478,Organic Search,Chrome,mobile,iOS,organic,1,1.0,6.5,2.6741486494265287,2.5257286443082556,0.5
3479,Direct,Chrome,desktop,Chrome OS,(none),0,1.0,16.0,2.4849066497880004,2.3978952727983707,0.0
3480,Organic Search,Chrome,mobile,Android,organic,1,0.0,3.0,1.0986122886681098,1.0986122886681098,0.2
3481,Referral,Chrome,desktop,Linux,referral,0,0.0,17.0,2.302585092994046,2.302585092994046,0.1428571428571428
